Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI
19780518TXMUA,https://www.nytimes.com/1978/05/19/archives/boy-arrested-in-teachers-killing.html https://www.newspapers.com/image/341795245/?terms=school%2Bshooting https://www.texasmonthly.com/articles/the-school-shooting-that-austin-forgot/,,National,4,18/05/1978,Spring,Murchison Junior High School,Austin,TX,Junior High,Classroom,Inside School Building,Yes,Morning Classes,09:00:00,Shot teacher multiple times in classroom,"Shooter walked into teacher's classroom with a rifle, fired multiple shots killing the teacher, fled the school, and was detained by the gym teacher. Shooter was a straight A student and had got a failing grade on the assignment by the teacher. Shooter was the son of President Johnson's press secretary. The origins/extentent of shooter's mental illness are unknowable (low emotional range, violent outbursts, suicidal ideation - considered killing himself prior to the shooting, manic, delusions). Two years before the shooting, a sixth grade classmate noticed that John had sketched a scene of a mass shooting, with red flames leaping out of the gun. Had a detailed map he drew of the school that he destroyed after the shooting. Hid in a closet while other students went into the classroom and then entered later after class started. Rifle used was a christmas gift from parents. Two psychiatrists testified that shooter was “acutely depressed” and suffered from “latent schizophrenia”.",Psychosis,Victims Targeted,No,No,No,No,No,No,No,Yes,3,No
19780209WVHAS,https://www.wvgazettemail.com/news/cops_and_courts/before-school-shooting-became-a-common-term-junior-high-killing/article_6db5ead9-22c2-5c2c-8b56-32a110e4df26.html,,,2,09/02/1978,Winter,Hayes Junior High School,St. Albans,WV,Junior High,Hallway,Inside School Building,Yes,Morning Classes,08:00:00,Ongoing fights and bullying between shooter and victim,A 14 year-old male student (victim: Arthur Clinton Smith) pushed the shooter into a locker. It was the catalyst that led the shooter to pull out a handgun and fire three shots at the victim. The victim had bullied the shooter and the shooter had threatening to kill them if the harassment continued. Shooter fired 3 rounds at the victim near the school gym and then fled the scene. ,Bullying,Victims Targeted,No,No,No,No,Yes,No,No,No,3,
19780111KYCHH,"https://news.google.com/newspapers?id=xeUrAAAAIBAJ&pg=1382,878132",,,2,11/01/1978,Winter,Christian County Middle School,Hopkinsville,KY,Middle,Hallway,Inside School Building,Yes,Morning Classes,08:10:00,Shooting following an argument between students the night before,"Two 16 year-old male students were fighting following an argument the night before. A 13 year-old male student (Andre Davis) watching the fight was caught in the crossfire when a gun was fired. As school officials tried to end the fight, the gun went off and wounded the victim",Escalation of Dispute,Victims Targeted,No,No,No,No,,No,No,No,1,
19770418TNPIN,https://www.newspapers.com/image/112439487/?terms=school%2Bshooting,,,2,18/04/1977,Spring,Pioneer Christian Academy,Nashville,TN,Other,Parking Lot,Outside on School Property,Yes,School Start,09:00:00,Domestic quarrel between 2 men in school parking lot while parents were dropping kids off,41 year-old male shot and killed a 46 year-old male in parking lot as school was starting. Police said it was a domestic quarrel. No witnesses but children were in the area.,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,,
19770407TXWHW,"https://www.newspapers.com/newspage/17130627/        https://www.newspapers.com/newspage/31002514/   https://www.findagrave.com/memorial/44261880/malcom-omar-tripp   https://news.google.com/newspapers?id=REAhAAAAIBAJ&pg=5618,677358 https://www.newspapers.com/image/6532602/?terms=school%2Bshooting",,,3,07/04/1977,Spring,Whitharral High School,Whitharral,TX,High,Beside Building,Outside on School Property,Yes,Morning Classes,09:00:00,Killed his principal outside of school,"Shooter shot principal (Malcolm Omar Tripp, 31 year-old male) two times in the back on the steps of the school after asking the shooter why he wasn't in class since classes had just started. Lopez told him why was sick and Tripp offered him a ride home but Lopez refused. As Tripp turned to go back inside, Lopez shot three times, with two shots hitting Tripp him in the back. Shooter was described as ""someone who had never given anyone any problems”. Reported to be paranoid schizophrenic.   ",Psychosis,Victims Targeted,No,No,No,No,No,No,No,Yes,3,
19751001NMHEA,https://www.newspapers.com/image/157423501/?terms=TEACHER%2BSHOT;  https://www.newspapers.com/image/84275175/?terms=HERMOSA%2BELEMENTARY%2BSHOOTING,,,3,01/10/1975,Fall,Hermosa Elementary School,Artesia,NM,Elementary,Classroom,Inside School Building,Yes,Before School,08:00:00,Adult shooter arrived at school and shot teacher to death,33 year-old shooter killed teacher in classroom then turned himself into police. Pleaded not guilty to shooting. Limited information available. ,Anger Over Grade/Suspension/Discipline,Victims Targeted,,No,No,No,No,No,No,No,6,
19750709ILDEC,https://www.newspapers.com/image/382147136/?terms=teacher%2Bshot,,,2,09/07/1975,Summer,Dett Elementary School,Chicago,IL,Elementary,Beside Building,Outside on School Property,Yes,Before School,08:15:00,Teacher shot by estranged husband,Teacher shot outside of school. She had pressed charges against her husband for threatening her.,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,2,
19740322INBRB,https://www.newspapers.com/image/138665845/?terms=Brownstown%2BCentral%2BHigh%2BSchool%2Bshooting   https://www.newspapers.com/image/138700024/?terms=david%2Bfleetwood,,,2,22/03/1974,Spring,Brownstown Central High School,Brownstown,IN,High,Parking Lot,Outside on School Property,Yes,School Start,08:00:00,Student shot assistant principal in school parking lot,"48 year-old male (James T. Blevins, school athletic director) was shot and killed in the parking lot just before class. Shooter walked to principal, told him to call 911, and that he just shot Mr. Blevins. Unknown motive.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,Yes,2,
19730226VAARR,"https://news.google.com/newspapers?id=CTJgAAAAIBAJ&pg=4009,6506820  https://www.newspapers.com/image/332296175/?terms=wayne%2Bphillips    https://www.newspapers.com/image/287908591/?terms=wayne%2Bphillips  https://www.newspapers.com/image/288143821/?terms=michael%2Bw.%2Bdance ",,,2,26/02/1973,Winter,Armstrong High School,Richmond,VA,High,Inside School Building,Inside School Building,Yes,School Start,08:00:00,2 students caught between two youths in gun battle over a girl,"2 students caught between two youths in gun battle over a girl. Victims were a 17 year-old male (Wayne Phillips killed) and a 14 year-old female (Julia Gardner, injured in leg). One suspect later arrested and charged with murder. Second shooter was also being sought. ",Escalation of Dispute,Random Shooting,Yes,No,No,No,No,No,No,No,5,
19711213MDCAB,https://www.newspapers.com/image/372317689/?terms=school%2Bshooting,,,2,13/12/1971,Winter,Carver Vocational High School,Baltimore,MD,High,Classroom,Inside School Building,Yes,Morning Classes,08:18:00,Argument over payment for craps game,Shooter demanded that victim pay him for debt from craps game. Victim refused and shooter fired at him in classroom then chased him into hallway shooting him 2 more times. Shooter fled the scene.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,3,
19711108OKGRT,https://www.newspapers.com/image/310892698/?terms=Grove%2BElementary%2BSchool%2Bshooting,,,2,08/11/1971,Fall,Grove Elementary School,Tulsa,OK,Elementary,Other,Inside School Building,Yes,Morning Classes,09:00:00,"Shooting in janitor's closet, long standing feud",Principal killed in janitor's closet by custodian. Long standing feud between the two men.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,3,
19701027OHAPM,https://www.newspapers.com/image/294129677/?terms=school%2Bshooting,,,2,27/10/1970,Fall,Appleseed Junior High School,Mansfield,OH,Junior High,Bathroom,Inside School Building,Yes,Morning Classes,08:30:00,Shot victim in the bathroom,13 year-old male student (Frank Bonham) shot a 15 year-old male student (Robert Goodman) in the school bathroom. Ongoing dispute between the students.,Escalation of Dispute,Victims Targeted,No,No,No,No,,No,No,No,1,
19700422DEPIW,https://www.newspapers.com/image/154804412/?terms=school%2Bshooting,,,3,22/04/1970,Spring,Pierre S. Dupont High School,Wilmington,DE,High,Hallway,Inside School Building,Yes,Morning Classes,09:00:00,Ongoing fight between the students escalated into shooting in school hallway,Personal feud between the students escalated into a 16 year-old male student shooting a 18 year-old male student in the hallway of the school. Shooter fled the scene.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,No,No,No,1,

